time,IP,SXR,FIR,PD,DML
0,2812.35914588397,NaN,NaN,0.00488281017169356,-8.9369023044128e-05
0.0001,2152.66962445524,NaN,1.87198688462226e+17,0.00488281017169356,-0.000101272584441858
0.0002,1492.78125872733,NaN,1.95975272529142e+17,0.00488281017169356,-0.000113176145839588
0.0003,2074.22453536317,NaN,2.11360757951583e+17,0.00488281017169356,-0.000112936324034959
0.0004,2656.07992025365,NaN,1.95398156142658e+17,0.00488281017169356,-0.000112692470762602
0.0005,2671.10322770992,NaN,1.94940598396104e+17,0.00488281017169356,-0.000100633667840157
0.0006,2685.9191494983,NaN,2.06543365953695e+17,0.00488281017169356,-8.85705108298319e-05
0.0007,2121.72036457702,NaN,2.2055563076891e+17,0.00488281017169356,-9.42857766608528e-05
0.0008,1557.46276529226,NaN,2.44084018918279e+17,0.00488223238461811,-0.000100001042491874
0.0009,2159.89690389935,NaN,2.41343106491627e+17,0.00488281017169356,-0.000106163954023101
0.001,2762.48905934563,NaN,2.3888415217526e+17,0.00488281017169356,-0.000112326926183504
0.0011,2116.13626257887,NaN,2.37336709552002e+17,0.00488281017169356,-0.000101598837298317
0.0012,1469.57201212439,NaN,2.55380738459079e+17,0.00488281017169356,-9.0862851523073e-05
0.0013,2133.29089492665,NaN,2.70445529544652e+17,0.00488281017169356,-8.91458601708739e-05
0.0014,2797.27599306403,NaN,2.55728035964179e+17,0.00488281017169356,-8.7436529702043e-05
0.0015,2815.3610473814,NaN,2.43954635078129e+17,0.00488281017169356,-9.30557542776631e-05
0.0016,2833.29299481099,NaN,2.08959728737776e+17,0.00488281017169356,-9.86749788532833e-05
0.0017,2291.70942362073,NaN,1.68410967688249e+17,0.00488281017169356,-0.000106742893952165
0.0018,1749.97427023078,NaN,1.77285177164168e+17,0.00976454792585048,-0.000114811472442649
0.0019,2298.25000568854,NaN,1.67484274573128e+17,0.00488281017169356,-0.000107743045432749
0.002,2846.85796754221,NaN,1.58465124028875e+17,0.00488281017169356,-0.000100666129562898
0.0021,2821.76704508253,NaN,1.62729424756277e+17,4.93374857810698e-07,-9.60742852565248e-05
0.0022,2796.48182857232,NaN,1.44852488438587e+17,0.00488281017169356,-9.14824409501519e-05
0.0023,2215.53053654934,NaN,1.35890811891578e+17,0.00488281017169356,-0.000100039719251477
0.0024,1634.37223192937,NaN,1.64477265192986e+17,0,-0.000108597975744046
0.0025,1659.46059659805,NaN,1.78971474902402e+17,0.00488281017169356,-0.000110736549838344
0.0026,1684.61458974363,NaN,1.84794359422907e+17,0.00488281017169356,-0.000112872514778703
0.0027,1645.9935088888,NaN,1.77919029008113e+17,0.00488281017169356,-0.000101658887873532
0.0028,1607.36336446919,NaN,1.59301346989721e+17,0.00488281017169356,-9.04380276272072e-05
0.0029,1619.07330119472,NaN,1.44815065000449e+17,0.00488281017169356,-0.000100741951423905
0.003,1630.79209696286,NaN,1.77511081064544e+17,0.00488281017169356,-0.000111045875220603
0.0031,1027.31020022849,NaN,1.84657505234227e+17,0.00488281017169356,-0.000110554501535751
0.0032,423.699202165608,NaN,2.04158529528444e+17,0.00488281017169356,-0.000110060862432047
0.0033,1589.32864182365,NaN,2.04918291603127e+17,0.00488281017169356,-0.000109589274738493
0.0034,2755.38928637737,NaN,2.05283634819914e+17,0.00488281017169356,-0.000109115241520881
0.0035,2790.89808421691,NaN,2.06188793977606e+17,0.00488281017169356,-0.000100928546544765
0.0036,2826.09304508712,NaN,2.37240845166956e+17,0.00488281017169356,-9.27418515686497e-05
