time,IP,SXR,FIR,PD,DML
0,954.78154382717,NaN,NaN,0.0732421875,-8.24163585315854e-05
0.0001,959.725669222102,NaN,-114893255047910,0.078125,-8.54066641532419e-05
0.0002,974.00763434334,NaN,-1.1026637191098e+16,0.078125,-8.12330561094635e-05
0.0003,977.566900840799,NaN,3.81891585545113e+15,0.0756844193726722,-7.72277855165114e-05
0.0004,970.007584698348,NaN,1.1478186985643e+16,0.0732421875,-7.5676699547656e-05
0.0005,971.882411428458,NaN,1.92326393877476e+16,0.078125,-6.85686679832117e-05
0.0006,980.093504077585,NaN,2.56429000041553e+16,0.0732428094448324,-7.18953422223955e-05
0.0007,965.715092023382,NaN,-474546737734020,0.0732421875,-7.85178433811371e-05
0.0008,975.385562647125,NaN,7.21142529031894e+15,0.0781235560695997,-7.59943966821493e-05
0.0009,954.84835834699,NaN,-7.09406775570312e+15,0.0756833900721602,-7.33760059710161e-05
0.001,959.061550643903,NaN,-2.20149829488487e+16,0.0732434241154562,-8.3901177933237e-05
0.0011,944.338383792092,NaN,-4.20992868500771e+16,0.078125,-7.63169351042479e-05
0.0012,911.290641519038,NaN,-4.39818260167656e+16,0.078125,-6.2669543161668e-05
0.0013,936.248511958177,NaN,-4.7245966993239e+16,0.078125,-5.8980780438981e-05
0.0014,992.086590491727,NaN,-5.61632153168294e+16,0.078124178014432,-7.52048069502755e-05
0.0015,1005.99800975981,NaN,-6.33023837854169e+16,0.078125,-8.54382743742328e-05
0.0016,1037.87240295483,NaN,-7.89509997017489e+16,0.0732421875,-7.73532620955012e-05
0.0017,1043.44630589057,NaN,-1.03301882259673e+17,0.0756841050011643,-6.67854592819472e-05
0.0018,1046.65029285827,NaN,-1.11225584647352e+17,0.078125,-6.38165504606341e-05
0.0019,1074.87550955867,NaN,-1.00995105694386e+17,0.078125,-6.53873268195319e-05
0.002,1062.68329891891,NaN,-1.00026943944178e+17,0.0732421875,-5.72275246153014e-05
0.0021,1044.13918945871,NaN,-9.45194949675472e+16,0.0732421875,-5.92811006633759e-05
0.0022,1043.70450473429,NaN,-8.98582365375443e+16,0.0781249927257913,-5.41979945722995e-05
0.0023,1037.13490987248,NaN,-9.78173318979141e+16,0.078125,-5.01461903321325e-05
