time,IP,SXR,FIR,PD,DML
0,715.72286030675,NaN,NaN,-0,-6.8697625870999e-05
0.0001,722.624407730557,NaN,3.85582761640176e+16,-0,-6.71846185294002e-05
0.0002,723.485516632524,NaN,3.3685172138424e+16,-0,-6.5927119531485e-05
0.0003,721.749279383344,NaN,2.2774865364201e+16,-0,-6.67050667154755e-05
0.0004,768.677148182244,NaN,7.48103030375049e+16,-0,-6.81990544901827e-05
0.0005,728.535428641682,NaN,4.95717773355036e+16,-0,-6.44178186767097e-05
0.0006,735.477180426847,NaN,4.08813064408468e+16,-0,-5.95912212590369e-05
0.0007,733.81889179478,NaN,5.46996958882963e+16,-0,-5.87667563040666e-05
0.0008,743.304346269624,NaN,3.6152989100218e+16,1.44393040034916e-06,-5.99645393492287e-05
0.0009,764.569292640862,NaN,1.34753138371946e+16,-0,-6.24298309567298e-05
0.001,752.747421460048,NaN,4.22011872056218e+16,-0,-7.43230873610213e-05
0.0011,740.81218439854,NaN,2.85925672200174e+16,-0,-7.65059552781411e-05
0.0012,742.948053998552,NaN,1.91889035044178e+16,1.0293005120362e-06,-7.09671142494558e-05
0.0013,754.21494914868,NaN,-1.03314450808116e+16,-0.00244233232417317,-6.76766011065135e-05
0.0014,789.984479210044,NaN,-3.55336266612183e+16,-0.00488199051443202,-6.83520876871743e-05
0.0015,788.886427080811,NaN,-4.37011709631686e+16,-0.0048828125,-7.04213369999045e-05
0.0016,812.117762165361,NaN,-2.00486851561264e+16,0.00488158315875242,-7.41479109719072e-05
0.0017,827.57835086715,NaN,-6.50803212519778e+16,-0,-7.72319674485361e-05
0.0018,867.789277231177,NaN,-6.52402232239386e+16,-4.07545412100911e-07,-7.73955896185591e-05
0.0019,890.939427653713,NaN,-4.51411697391801e+16,0.00244171008965999,-7.98531780600785e-05
0.002,915.705977968564,NaN,-2.74111562373786e+16,2.00133907752947e-07,-7.67919901173303e-05
0.0021,886.104106191802,NaN,-6.20078048534915e+16,-0,-6.82246293039927e-05
0.0022,916.580580963899,NaN,-2.22457330710418e+16,7.27420864698021e-09,-6.32445674174114e-05
0.0023,909.963159698814,NaN,-1.81251292047435e+16,-0,-6.32314574755856e-05
0.0024,909.385796571672,NaN,-4.40759256369884e+16,-0,-6.77368577945194e-05
0.0025,936.48513967291,NaN,-2.63543468756316e+16,-0,-7.61638132414641e-05
0.0026,930.829749876271,NaN,4.15421437418174e+16,-0,-8.10560005964241e-05
0.0027,921.001503073669,NaN,4.16066554960041e+16,-0,-8.22182695481941e-05
0.0028,920.27835285857,NaN,2.41720248393686e+16,0.00488218328095905,-7.55820872500362e-05
0.0029,948.299069651836,NaN,6.86649001219873e+16,0.00244100253142472,-7.29976838359279e-05
0.003,953.242133839113,NaN,6.4870673683605e+16,-0,-7.50857984364234e-05
0.0031,922.83260611533,NaN,6.09056706792933e+15,-0,-7.67930849310853e-05
0.0032,934.16344338478,NaN,7.07674344529148e+16,-0,-7.91868421009315e-05
0.0033,937.375537793434,NaN,1.13226302271589e+17,0.00244141716131284,-8.56180436531369e-05
0.0034,930.968615510233,NaN,1.21378427278514e+17,-0,-8.42702537181308e-05
0.0035,904.851873422834,NaN,6.04107485323017e+16,-0,-7.6887739718133e-05
